Gene name,Chromosome,Orientation,Left ORF border,Right ORF border,Left txn border,Right txn border,ORF length,Left UTR,Right UTR
SPAC4F10.04 ,chromosome1,+,4836395,4837415,4836218,4837430,1020,177,15
SPAC4F10.05c ,chromosome1,-,4837650,4838309,4837650,4838311,659,0,2
SPAC4F10.06 ,chromosome1,+,4839114,4840280,4838972,4840287,1166,142,7
SPAC4F10.07c ,chromosome1,-,4840846,4843444,4840677,4843586,2598,169,142
SPAC4F10.08,chromosome1,+,4844855,4846129,NA,NA,1274,NA,NA
SPAC4F10.09c ,chromosome1,-,4846797,4849379,4846672,4849530,2582,125,151
SPAC4F10.10c ,chromosome1,-,4850308,4851321,4849856,4851781,1013,452,460
SPAC4F10.11,chromosome1,+,4853086,4854577,4853053,4855029,1491,33,452
SPAC4F10.12,chromosome1,+,4855543,4856385,4855418,4856512,842,125,127
SPAC4F10.13c,chromosome1,-,4856873,4859968,4856792,4860032,3095,81,64
SPAC4F10.14c,chromosome1,-,4860619,4861232,4860585,NA,613,34,NA
SPAC4F10.15c,chromosome1,-,4861530,4863448,NA,4863502,1918,NA,54
SPAC4F10.16c ,chromosome1,-,4863961,4868110,4863887,4869933,4149,74,1823
SPAC4F10.17,chromosome1,+,4868588,4868959,NA,NA,371,NA,NA
SPAC4F10.18,chromosome1,+,4870500,4871895,4870372,4871916,1395,128,21
SPAC4F10.19c,chromosome1,-,4872176,4872753,4871967,4872959,577,209,206
SPAC4F10.20,chromosome1,+,4874269,4874959,4874225,4874959,690,44,0
SPAC4F8.01,chromosome1,-,2675099,2675970,2674992,2675981,871,107,11
SPAC4F8.02c ,chromosome1,+,2673980,2674819,2673837,2674883,839,143,64
SPAC4F8.03 ,chromosome1,-,2672171,2673105,2671968,2673122,934,203,17
SPAC4F8.04 ,chromosome1,-,2670529,2671449,2670315,2671581,920,214,132
SPAC4F8.05c ,chromosome1,+,2669813,2670169,2669656,2670261,356,157,92
SPAC4F8.06 ,chromosome1,-,2668334,2668774,2668061,2669050,440,273,276
SPAC4F8.07c,chromosome1,+,2665816,2667183,2665640,2667346,1367,176,163
SPAC4F8.08,chromosome1,-,2664524,2664979,NA,NA,455,NA,NA
SPAC4F8.10c,chromosome1,+,2661801,2662325,2661738,2662453,524,63,128
SPAC4F8.11,chromosome1,-,2658044,2660584,NA,2661022,2540,NA,438
SPAC4F8.12c,chromosome1,+,2650738,2657829,2650738,2657940,7091,0,111
SPAC4F8.13c,chromosome1,+,2645517,2649986,2645456,2650352,4469,61,366
SPAC4F8.14c,chromosome1,+,2643624,2645143,2643533,2645182,1519,91,39
SPAC4F8.15,chromosome1,-,2639701,2641428,2639626,2642322,1727,75,894
SPAC4G8.02c ,chromosome1,-,756598,757085,756371,757087,487,227,2
SPAC4G8.03c ,chromosome1,-,758208,760550,757966,761871,2342,242,1321
SPAC4G8.04 ,chromosome1,+,767709,770090,767480,770176,2381,229,86
SPAC4G8.05,chromosome1,+,770623,772323,770560,772595,1700,63,272
SPAC4G8.06c ,chromosome1,-,772673,773929,772650,774027,1256,23,98
SPAC4G8.07c ,chromosome1,-,774000,776013,NA,776062,2013,NA,49
SPAC4G8.08 ,chromosome1,+,777259,778283,NA,NA,1024,NA,NA
SPAC4G8.09 ,chromosome1,+,778532,781156,NA,781230,2624,NA,74
SPAC4G8.10 ,chromosome1,+,781487,782035,781397,782331,548,90,296
SPAC4G8.11c ,chromosome1,-,782142,783144,NA,783267,1002,NA,123
SPAC4G8.12c ,chromosome1,-,784675,786563,784532,786567,1888,143,4
SPAC4G8.13c,chromosome1,-,787119,789164,786895,NA,2045,224,NA
SPAC4G9.02 ,chromosome1,+,2254588,2255568,2254462,2255670,980,126,102
SPAC4G9.03,chromosome1,+,2255935,2256597,2255892,2256662,662,43,65
SPAC4G9.04c ,chromosome1,-,2256857,2258821,2255781,2259193,1964,1076,372
SPAC4G9.05 ,chromosome1,+,2259943,2261801,NA,NA,1858,NA,NA
SPAC4G9.06c ,chromosome1,-,2261963,2262415,NA,2262436,452,NA,21
SPAC4G9.07,chromosome1,+,2263667,2265208,NA,NA,1541,NA,NA
SPAC4G9.08c,chromosome1,-,2266025,2269522,2266025,2269531,3497,0,9
SPAC4G9.09c,chromosome1,-,2270019,2272676,2269916,2272722,2657,103,46
SPAC4G9.10,chromosome1,+,2274012,2274995,2273823,2275417,983,189,422
SPAC4G9.11c,chromosome1,-,2275578,2276249,2275525,2276249,671,53,0
SPAC4G9.12,chromosome1,+,2277199,2277780,2276900,2278002,581,299,222
SPAC4G9.13c,chromosome1,-,2278242,2279234,2278221,2279377,992,21,143
SPAC4G9.14 ,chromosome1,+,2280423,2281454,2280365,2281798,1031,58,344
SPAC4G9.15 ,chromosome1,+,2282230,2283364,2282230,2283556,1134,0,192
SPAC4G9.16c,chromosome1,-,2283637,2284209,2283556,2284216,572,81,7
SPAC4G9.17c ,chromosome1,-,2284503,2285793,2284490,2286030,1290,13,237
SPAC4G9.19 ,chromosome1,+,2287377,2288189,2287186,NA,812,191,NA
SPAC4G9.20c ,chromosome1,-,2288689,2289697,2288395,2289990,1008,294,293
SPAC4G9.22,chromosome1,+,2292013,2292297,NA,NA,284,NA,NA
SPAC4H3.01 ,chromosome1,+,3822935,3824280,3822569,3824385,1345,366,105
SPAC4H3.02c,chromosome1,-,3824487,3825719,3824487,3825927,1232,0,208
SPAC4H3.03c ,chromosome1,-,3826640,3828589,NA,NA,1949,NA,NA
SPAC4H3.04c,chromosome1,-,3831070,3832149,3830540,3836101,1079,530,3952
SPAC4H3.05,chromosome1,+,3832775,3835593,3832309,NA,2818,466,NA
SPAC4H3.06,chromosome1,+,3837449,3838000,NA,NA,551,NA,NA
SPAC4H3.07c,chromosome1,-,3838713,3839380,3838571,3839451,667,142,71
SPAC4H3.08 ,chromosome1,+,3841581,3842441,3841540,3842647,860,41,206
SPAC4H3.09 ,chromosome1,+,3843416,3844022,3843356,NA,606,60,NA
SPAC4H3.10c ,chromosome1,-,3845013,3846542,3844792,3846655,1529,221,113
SPAC4H3.11c,chromosome1,-,3848133,3850484,3848093,3851006,2351,40,522
SPAC4H3.12c,chromosome1,-,3851914,3852219,NA,NA,305,NA,NA
SPAC4H3.13 ,chromosome1,+,3853081,3853424,3852931,3853536,343,150,112
SPAC4H3.14c,chromosome1,-,3853769,3854860,3853592,3854906,1091,177,46
SPAC513.01c,chromosome1,-,2907701,2910229,2907588,2910229,2528,113,0
SPAC513.02,chromosome1,+,2911719,2912369,2911657,2912426,650,62,57
SPAC513.03,chromosome1,-,2913008,2913184,NA,NA,176,NA,NA
SPAC513.04,chromosome1,+,2913403,2913705,NA,NA,302,NA,NA
SPAC513.05 ,chromosome1,+,2914901,2918134,2914463,2918147,3233,438,13
SPAC513.06c,chromosome1,-,2918362,2919468,2918202,2919743,1106,160,275
SPAC513.07,chromosome1,+,2921568,2922578,2921391,2922765,1010,177,187
SPAC521.02,chromosome1,+,843233,844084,NA,844097,851,NA,13
SPAC521.03,chromosome1,+,845145,845924,844920,846132,779,225,208
SPAC521.04c ,chromosome1,-,846331,848976,NA,NA,2645,NA,NA
SPAC521.05,chromosome1,+,849520,850122,849486,850146,602,34,24
SPAC56E4.02c ,chromosome1,-,1242295,1242783,1242076,1243012,488,219,229
SPAC56E4.03 ,chromosome1,+,1244051,1245475,1243890,1245706,1424,161,231
SPAC56E4.04c,chromosome1,-,1246095,1253559,1245816,1253559,7464,279,0
SPAC56E4.05,chromosome1,+,1255591,1256227,1255497,1256377,636,94,150
SPAC56E4.06c,chromosome1,-,1256566,1258401,1256432,1258686,1835,134,285
SPAC56E4.07,chromosome1,+,1259365,1260072,1259235,1260227,707,130,155
SPAC56F8.02 ,chromosome1,+,1124167,1128720,1124101,1128995,4553,66,275
SPAC56F8.03 ,chromosome1,+,1129548,1132787,1129548,1132845,3239,0,58
SPAC56F8.04c,chromosome1,-,1133226,1134356,NA,NA,1130,NA,NA
SPAC56F8.05c,chromosome1,-,1134697,1136003,NA,NA,1306,NA,NA
SPAC56F8.06c ,chromosome1,-,1136352,1137731,1136313,1137906,1379,39,175
SPAC56F8.07,chromosome1,+,1138566,1139117,NA,NA,551,NA,NA
SPAC56F8.08,chromosome1,+,1139130,1140242,NA,1140325,1112,NA,83
SPAC56F8.09 ,chromosome1,+,1140621,1141577,1140621,1141977,956,0,400
SPAC56F8.10,chromosome1,+,1143115,1144926,1143077,1145223,1811,38,297
SPAC56F8.11 ,chromosome1,+,1145542,1146358,1145443,1146598,816,99,240
SPAC56F8.12,chromosome1,+,1146833,1148017,NA,NA,1184,NA,NA
SPAC56F8.13,chromosome1,+,1149911,1150216,NA,NA,305,NA,NA
SPAC56F8.14c,chromosome1,-,1150855,1151250,NA,NA,395,NA,NA
SPAC56F8.15,chromosome1,+,1152068,1152598,NA,NA,530,NA,NA
SPAC56F8.16,chromosome1,+,1154733,1155974,NA,1156331,1241,NA,357
SPAC57A10.02,chromosome1,+,1364846,1367173,1364837,1367640,2327,9,467
SPAC57A10.03,chromosome1,+,1368211,1369109,1368194,1369676,898,17,567
SPAC57A10.04,chromosome1,+,1370197,1371276,NA,NA,1079,NA,NA
SPAC57A10.05c,chromosome1,-,1373066,1374883,1372813,1375561,1817,253,678
SPAC57A10.06,chromosome1,+,1376587,1377072,NA,NA,485,NA,NA
SPAC57A10.07,chromosome1,+,1377305,1378240,1377265,1378420,935,40,180
SPAC57A10.08c,chromosome1,-,1378561,1379746,1378369,1379850,1185,192,104
SPAC57A10.09c ,chromosome1,-,1380838,1381536,1380070,1381556,698,768,20
SPAC57A10.10c,chromosome1,-,1382542,1383513,1382436,1383535,971,106,22
SPAC57A10.11c ,chromosome1,-,1384077,1385086,1383924,1385130,1009,153,44
SPAC57A10.12c,chromosome1,-,1385510,1386841,1385407,1387168,1331,103,327
SPAC57A10.14 ,chromosome1,-,1371718,1372307,1371600,1372480,589,118,173
SPAC57A7.04c,chromosome1,+,1542865,1544826,1542763,1545184,1961,102,358
SPAC57A7.05,chromosome1,-,1534588,1538601,NA,NA,4013,NA,NA
SPAC57A7.06 ,chromosome1,-,1531313,1534148,1531211,1534148,2835,102,0
SPAC57A7.07c ,chromosome1,+,1530189,1531115,1530055,1531115,926,134,0
SPAC57A7.08,chromosome1,-,1527964,1529511,1527691,1529780,1547,273,269
SPAC57A7.09,chromosome1,-,1525031,1526149,NA,1526151,1118,NA,2
SPAC57A7.10c ,chromosome1,+,1521712,1524532,1521641,1524778,2820,71,246
SPAC57A7.11,chromosome1,-,1517349,1521290,1517241,1521420,3941,108,130
SPAC57A7.12 ,chromosome1,-,1515089,1516914,1514986,1516914,1825,103,0
SPAC57A7.13 ,chromosome1,-,1512764,1514628,1512764,1514711,1864,0,83
SPAC57A7.15c,chromosome1,-,1545348,1545813,NA,NA,465,NA,NA
SPAC589.02c,chromosome1,-,3095075,3098883,NA,NA,3808,NA,NA
SPAC589.03c,chromosome1,-,3099261,3099830,3099047,3100030,569,214,200
SPAC589.04 ,chromosome1,+,3100107,3101001,3100030,3101241,894,77,240
SPAC589.05c,chromosome1,-,3101297,3102516,3101297,3102516,1219,0,0
SPAC589.06c ,chromosome1,-,3102969,3103719,3102844,3103771,750,125,52
SPAC589.07c ,chromosome1,-,3104343,3105908,3104101,NA,1565,242,NA
SPAC589.08c,chromosome1,-,3106374,3106841,3106304,3106910,467,70,69
SPAC589.09 ,chromosome1,+,3106840,3108006,NA,NA,1166,NA,NA
SPAC589.10c ,chromosome1,-,3108428,3108880,3108393,3108885,452,35,5
SPAC589.11 ,chromosome1,+,3109174,3110015,NA,NA,841,NA,NA
SPAC589.12 ,chromosome1,+,3110201,3113300,NA,3113396,3099,NA,96
SPAC5D6.01 ,chromosome1,-,1511797,1512189,1511634,1512345,392,163,156
SPAC5D6.02c,chromosome1,+,1510376,1511278,1509597,NA,902,779,NA
SPAC5D6.04 ,chromosome1,-,1505591,1507171,1505140,1507562,1580,451,391
SPAC5D6.05,chromosome1,-,1503907,1504738,1503822,1504865,831,85,127
SPAC5D6.06c ,chromosome1,+,1502909,1503587,NA,1503713,678,NA,126
SPAC5D6.07c,chromosome1,+,1500925,1502412,1500906,NA,1487,19,NA
SPAC5D6.08c,chromosome1,+,1499185,1499565,1498925,1500029,380,260,464
SPAC5D6.09c ,chromosome1,+,1497147,1498061,NA,1498485,914,NA,424
SPAC5D6.10c,chromosome1,+,1494670,1495077,1494670,1495077,407,0,0
SPAC5D6.12,chromosome1,-,1492880,1493824,1492325,1493824,944,555,0
SPAC5D6.13 ,chromosome1,-,1490741,1491754,1490129,1492105,1013,612,351
SPAC5H10.01,chromosome1,+,146974,147879,NA,NA,905,NA,NA
SPAC5H10.02c,chromosome1,-,148213,148935,NA,NA,722,NA,NA
SPAC5H10.03,chromosome1,+,151913,152572,151913,152855,659,0,283
SPAC5H10.04,chromosome1,+,153387,154535,NA,NA,1148,NA,NA
SPAC5H10.05c,chromosome1,-,154807,155397,NA,155441,590,NA,44
SPAC5H10.06c,chromosome1,-,156548,157816,156430,157970,1268,118,154
SPAC5H10.07,chromosome1,+,159203,159472,NA,NA,269,NA,NA
SPAC5H10.08c,chromosome1,-,160094,160945,159347,NA,851,747,NA
SPAC5H10.09c ,chromosome1,-,160977,161780,NA,161822,803,NA,42
SPAC5H10.10 ,chromosome1,+,162960,164138,162757,164187,1178,203,49
SPAC5H10.11 ,chromosome1,+,164728,165717,NA,NA,989,NA,NA
SPAC5H10.12c ,chromosome1,-,166420,167535,165947,167706,1115,473,171
SPAC5H10.13c ,chromosome1,-,168810,169850,NA,170017,1040,NA,167
SPAC607.02c,chromosome1,-,2039615,2040404,2039615,2040404,789,0,0
SPAC607.03c,chromosome1,-,2040936,2041463,2040895,2041500,527,41,37
SPAC607.04 ,chromosome1,+,2042490,2043296,2042382,2043296,806,108,0
SPAC607.05,chromosome1,+,2043842,2045041,2043812,2045077,1199,30,36
SPAC607.06c,chromosome1,-,2045210,2047144,2045186,2047167,1934,24,23
SPAC607.07c,chromosome1,-,2047699,2048130,2047550,NA,431,149,NA
SPAC607.08c,chromosome1,-,2048421,2050160,NA,NA,1739,NA,NA
SPAC607.09c,chromosome1,-,2050462,2051652,NA,2051731,1190,NA,79
SPAC607.10,chromosome1,+,2053945,2057031,2052831,2057065,3086,1114,34
SPAC630.03,chromosome1,+,350477,352055,350477,352175,1578,0,120
SPAC630.04c,chromosome1,-,352427,352927,NA,353055,500,NA,128
SPAC630.05 ,chromosome1,+,353900,356131,353827,356466,2231,73,335
SPAC630.06c,chromosome1,-,356233,356997,355805,357126,764,428,129
SPAC630.07c,chromosome1,-,357593,358885,357510,359051,1292,83,166
SPAC630.08c ,chromosome1,-,360060,360962,359767,361305,902,293,343
SPAC630.09c,chromosome1,-,362769,363602,362296,363838,833,473,236
SPAC630.10,chromosome1,+,365550,366362,365485,366362,812,65,0
SPAC630.11 ,chromosome1,+,366801,367531,NA,NA,730,NA,NA
SPAC630.12 ,chromosome1,+,368572,369840,368291,369840,1268,281,0
SPAC630.13c,chromosome1,-,369945,373964,369831,374176,4019,114,212
SPAC630.14c,chromosome1,-,374683,377164,374288,377164,2481,395,0
SPAC630.15,chromosome1,+,361557,361874,NA,NA,317,NA,NA
SPAC631.01c,chromosome1,-,2104197,2105249,2104148,2105410,1052,49,161
SPAC631.02 ,chromosome1,+,2107470,2110123,NA,NA,2653,NA,NA
SPAC637.03,chromosome1,+,4542554,4543363,4542132,4543396,809,422,33
SPAC637.04 ,chromosome1,+,4544074,4546757,4543838,4546811,2683,236,54
SPAC637.05c,chromosome1,-,4547080,4548828,4546865,4548841,1748,215,13
SPAC637.06 ,chromosome1,+,4549926,4550969,4549833,4551375,1043,93,406
SPAC637.07,chromosome1,+,4551851,4553554,4551851,4553632,1703,0,78
SPAC637.08 ,chromosome1,+,4554115,4555068,4553904,4555068,953,211,0
SPAC637.09 ,chromosome1,+,4555423,4557294,4555423,4557313,1871,0,19
SPAC637.10c,chromosome1,-,4557721,4558636,4557641,4558688,915,80,52
SPAC637.11,chromosome1,+,4559293,4561236,4558911,4561271,1943,382,35
SPAC637.12c,chromosome1,-,4561384,4562775,4561384,4562811,1391,0,36
SPAC637.13c ,chromosome1,-,4563894,4565390,4563693,4565396,1496,201,6
SPAC644.04,chromosome1,+,2677140,2678105,2677140,2678677,965,0,572
SPAC644.05c ,chromosome1,-,2678627,2679049,2678568,2679061,422,59,12
SPAC644.06c,chromosome1,-,2679765,2681546,2679503,2682362,1781,262,816
SPAC644.07 ,chromosome1,+,2686406,2687755,2686102,2687805,1349,304,50
SPAC644.08,chromosome1,+,2688195,2688898,2688135,2689072,703,60,174
SPAC644.09 ,chromosome1,+,2689703,2690992,2689677,2690992,1289,26,0
SPAC644.10,chromosome1,+,2691464,2691874,2691326,2692150,410,138,276
SPAC644.11c ,chromosome1,-,2692031,2693529,2691877,2693745,1498,154,216
SPAC644.12,chromosome1,+,2694758,2697334,2694735,2697376,2576,23,42
SPAC644.13c ,chromosome1,-,2697418,2698095,2696496,2698145,677,922,50
SPAC644.14c,chromosome1,-,2699007,2700104,2698420,2700128,1097,587,24
SPAC644.15,chromosome1,+,2700453,2700918,2700453,2700950,465,0,32
SPAC644.16 ,chromosome1,+,2701629,2702937,2701612,2702937,1308,17,0
SPAC644.17c ,chromosome1,-,2702997,2703776,2702997,2703812,779,0,36
SPAC644.18c ,chromosome1,-,2704905,2705603,2704253,2705900,698,652,297
SPAC652.01,chromosome1,+,3281408,3281803,NA,3283071,395,NA,1268
SPAC664.01c,chromosome1,-,1703015,1704001,1702482,1704076,986,533,75
SPAC664.02c ,chromosome1,-,1704981,1707080,1704900,1707322,2099,81,242
SPAC664.03 ,chromosome1,+,1708822,1710229,1708807,1710292,1407,15,63
SPAC664.04c ,chromosome1,-,1710502,1711067,1710502,1711067,565,0,0
SPAC664.05 ,chromosome1,+,1711214,1711840,1711170,1711940,626,44,100
SPAC664.06 ,chromosome1,+,1712817,1713783,1712817,1713867,966,0,84
SPAC664.07c,chromosome1,-,1714090,1715536,NA,1715680,1446,NA,144
SPAC664.08c,chromosome1,-,1716213,1717720,1716066,1717770,1507,147,50
SPAC664.09,chromosome1,+,1719496,1721388,1719145,1721677,1892,351,289
SPAC664.10,chromosome1,+,1721995,1724493,1721953,1724813,2498,42,320
SPAC664.11,chromosome1,+,1726009,1728033,1725746,1728165,2024,263,132
SPAC664.12c,chromosome1,-,1728569,1728894,NA,NA,325,NA,NA
SPAC664.13,chromosome1,+,1729505,1729858,NA,NA,353,NA,NA
SPAC664.14,chromosome1,+,1731627,1733165,1731083,1733447,1538,544,282
SPAC664.15 ,chromosome1,+,1734993,1736948,1734600,1737187,1955,393,239
SPAC683.02c,chromosome1,-,4197659,4198315,4197560,4198600,656,99,285
SPAC683.03,chromosome1,+,4195642,4195959,NA,NA,317,NA,NA
SPAC688.02c,chromosome1,-,3113565,3114412,NA,NA,847,NA,NA
SPAC688.03c,chromosome1,-,3114616,3115442,NA,NA,826,NA,NA
SPAC688.04c,chromosome1,-,3116067,3116795,3115713,3116867,728,354,72
SPAC688.06c,chromosome1,-,3117657,3119000,3117363,3119170,1343,294,170
SPAC688.07c,chromosome1,-,3119379,3122495,3119379,3122584,3116,0,89
SPAC688.08,chromosome1,+,3123163,3126653,NA,NA,3490,NA,NA
SPAC688.09 ,chromosome1,+,3127647,3128780,NA,3129351,1133,NA,571
SPAC688.10,chromosome1,+,3129878,3134320,3129787,3134469,4442,91,149
SPAC688.11,chromosome1,+,3135155,3138433,3135015,3138590,3278,140,157
SPAC688.12c,chromosome1,-,3138722,3139225,3138722,3139300,503,0,75
SPAC688.13,chromosome1,+,3139724,3140731,NA,3140954,1007,NA,223
SPAC688.14 ,chromosome1,+,3141484,3143034,3141443,3143101,1550,41,67
SPAC688.16,chromosome1,+,3143922,3144329,NA,NA,407,NA,NA
SPAC694.02 ,chromosome1,+,4200185,4205338,4200185,4205538,5153,0,200
SPAC694.03,chromosome1,+,4205765,4206580,4205754,4206634,815,11,54
SPAC694.04c,chromosome1,-,4206795,4208112,4206690,4208175,1317,105,63
SPAC694.05c ,chromosome1,-,4208475,4208847,4208450,4208847,372,25,0
SPAC694.06c,chromosome1,-,4209284,4212343,4209273,4212357,3059,11,14
SPAC6B12.02c,chromosome1,-,2408304,2413970,2408304,2414017,5666,0,47
SPAC6B12.03c,chromosome1,-,2414229,2415137,NA,NA,908,NA,NA
SPAC6B12.04c ,chromosome1,-,2416782,2418047,2416766,2418144,1265,16,97
SPAC6B12.05c ,chromosome1,-,2418732,2419619,2418694,2419791,887,38,172
SPAC6B12.06c,chromosome1,-,2420488,2420841,2420450,2420894,353,38,53
SPAC6B12.07c ,chromosome1,-,2421791,2423161,2421499,2423809,1370,292,648
SPAC6B12.08,chromosome1,+,2426191,2427467,NA,NA,1276,NA,NA
SPAC6B12.09 ,chromosome1,+,2428020,2428934,NA,2428979,914,NA,45
SPAC6B12.10c,chromosome1,-,2429169,2430617,2429086,2430626,1448,83,9
SPAC6B12.11,chromosome1,+,2430998,2432107,2430847,2432720,1109,151,613
SPAC6B12.12 ,chromosome1,+,2433392,2435269,2433377,2435577,1877,15,308
SPAC6B12.13 ,chromosome1,+,2436049,2436588,2435909,2436895,539,140,307
SPAC6B12.14c,chromosome1,-,2436999,2437463,NA,NA,464,NA,NA
SPAC6B12.15,chromosome1,+,2439532,2440926,2439532,2441021,1394,0,95
SPAC6B12.16,chromosome1,+,2442689,2443829,NA,NA,1140,NA,NA
SPAC6B12.18,chromosome1,+,2416385,2416606,NA,NA,221,NA,NA
SPAC6C3.02c,chromosome1,-,2324645,2325163,2324475,2325300,518,170,137
SPAC6C3.03c,chromosome1,-,2326332,2326634,NA,NA,302,NA,NA
SPAC6C3.04 ,chromosome1,+,2328675,2330096,2328657,2330251,1421,18,155
SPAC6C3.05,chromosome1,+,2331155,2331964,NA,NA,809,NA,NA
SPAC6C3.06c ,chromosome1,-,2332120,2335362,2331628,2335475,3242,492,113
SPAC6C3.07,chromosome1,+,2336034,2337581,NA,NA,1547,NA,NA
SPAC6C3.08 ,chromosome1,+,2338175,2339017,2338172,2339106,842,3,89
SPAC6C3.09 ,chromosome1,+,2339884,2341141,2339823,2341195,1257,61,54
SPAC6F12.02,chromosome1,+,1310980,1312683,1309726,1313191,1703,1254,508
SPAC6F12.03c,chromosome1,-,1313721,1314464,1313248,1314464,743,473,0
SPAC6F12.04 ,chromosome1,+,1316099,1316497,1316053,1316877,398,46,380
SPAC6F12.05c,chromosome1,-,1317093,1318802,1316933,1319020,1709,160,218
SPAC6F12.06 ,chromosome1,+,1319846,1320463,1319736,1320947,617,110,484
SPAC6F12.07 ,chromosome1,+,1321435,1322301,1321277,1322321,866,158,20
SPAC6F12.08c ,chromosome1,-,1322439,1324336,1322266,1324520,1897,173,184
SPAC6F12.09,chromosome1,+,1325253,1328900,1324631,NA,3647,622,NA
SPAC6F12.10c ,chromosome1,-,1329262,1333233,NA,1333323,3971,NA,90
SPAC6F12.11c,chromosome1,-,1333665,1335143,1333485,1335521,1478,180,378
SPAC6F12.12,chromosome1,+,1335928,1338056,1335520,1338384,2128,408,328
SPAC6F12.13c,chromosome1,-,1338452,1339700,1338384,1339921,1248,68,221
SPAC6F12.14,chromosome1,+,1340400,1342427,1340252,1342427,2027,148,0
SPAC6F12.15c,chromosome1,-,1342632,1344756,1342122,1344818,2124,510,62
SPAC6F12.16c,chromosome1,-,1345089,1348442,1345089,1348500,3353,0,58
SPAC6F12.17 ,chromosome1,+,1348780,1351024,1348780,1351142,2244,0,118
SPAC6F6.01 ,chromosome1,+,2726719,2732283,2726196,2732357,5564,523,74
SPAC6F6.02c,chromosome1,-,2732524,2733570,2732468,2733731,1046,56,161
SPAC6F6.03c ,chromosome1,-,2734109,2736126,2734063,2736205,2017,46,79
SPAC6F6.04c ,chromosome1,-,2736676,2738145,2736594,2738573,1469,82,428
SPAC6F6.05 ,chromosome1,+,2740539,2740960,2740496,2741269,421,43,309
SPAC6F6.06c,chromosome1,-,2741551,2745018,2741375,2745171,3467,176,153
SPAC6F6.07c ,chromosome1,-,2745955,2746640,2745941,2746658,685,14,18
SPAC6F6.08c,chromosome1,-,2746772,2748009,2746710,2748140,1237,62,131
SPAC6F6.09 ,chromosome1,+,2749068,2749547,2748910,NA,479,158,NA
SPAC6F6.10c,chromosome1,-,2749978,2750971,2749790,2750971,993,188,0
SPAC6F6.11c ,chromosome1,-,2751672,2752806,2751440,2752818,1134,232,12
SPAC6F6.12 ,chromosome1,+,2754768,2756129,2754523,2756227,1361,245,98
SPAC6F6.13c,chromosome1,-,2756498,2758834,2756391,2759250,2336,107,416
SPAC6F6.15,chromosome1,+,2762302,2763390,2762278,2763485,1088,24,95
SPAC6F6.16c,chromosome1,-,2763686,2765433,NA,NA,1747,NA,NA
SPAC6F6.17,chromosome1,+,2766370,2770572,2766292,2770635,4202,78,63
SPAC6F6.19,chromosome1,-,2759155,2759709,NA,NA,554,NA,NA
SPAC6G10.02c,chromosome1,-,3214690,3218067,3214541,3218286,3377,149,219
SPAC6G10.03c,chromosome1,-,3218952,3220238,3218727,3220373,1286,225,135
SPAC6G10.04c ,chromosome1,-,3221056,3222141,3220921,3222141,1085,135,0
SPAC6G10.05c ,chromosome1,-,3222505,3226243,3222461,3226263,3738,44,20
SPAC6G10.06,chromosome1,+,3226929,3228192,NA,NA,1263,NA,NA
SPAC6G10.07 ,chromosome1,+,3228533,3230924,3228517,3230986,2391,16,62
SPAC6G10.08 ,chromosome1,+,3231599,3232855,3231373,3232915,1256,226,60
SPAC6G10.09 ,chromosome1,+,3233670,3236146,3233633,3236215,2476,37,69
SPAC6G10.10c,chromosome1,-,3236417,3237001,NA,3237312,584,NA,311
SPAC6G10.11c ,chromosome1,-,3237910,3238362,3237910,3238362,452,0,0
SPAC6G10.12c,chromosome1,-,3239366,3240967,3239354,3241160,1601,12,193
SPAC6G9.01c,chromosome1,-,3241563,3242332,3241386,3242370,769,177,38
