Chrom,Strand,Internal ID,Feature class Level 1,Gene Class level 2,Husinga 2004 Gene Class,Systematic ID,Common Name,SGD_Start,SGD_End,SGD_Left,SGD_Right,SGD_Length,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Left,Experiment_Right,Experiment_Length,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Left,NFR/NDR_Right,"NFR/NDR_Dyad-to-Dyad_Length (""9999"" denotes imputed dyad location)",NFR/NDR_Midpoint,Sector_Start,Sector_End,Sector_Left,Sector_Right,Reference Binding Event for Promoter,REF,REF_Coor,REF_type,REF_strand,STM_YPD,SAGA_HS,TF,Cofactor,Bound TF motif,"Consolidated TF
(motif or CX that overlaps Cofactor peak)","Sua7 count
(11743)","Ssl2 count
(11747)","Tfg1 count
(12099)","Tfa1 count
(12101)","Toa1 count
(17053)","Kin28 count
(17983)","Taf2 count
(11846)",PlusOne_Dyad,PlusOne_ID,Median Occupancy,Median Variance,MinusOne_Dyad,MinusOne_ID,Median Occupancy,Median Variance,"MinusOne
Stability (from Kubik Mol Cell 215 (https://doi.org/1.116/j.molcel.215.1.2))",Head_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Head_Assoc_Type,ClosestID_orientation,Tail_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Tail_Assoc_Type,ClosestID_orientation,TATA_type,TATA left,TATA right,"Fragile vs Stable ""-1"" nucleosomes from Kubik Mol Cell 2015 (https://doi.org/10.1016/j.molcel.2015.10.002)",GO (Gene Ontology) description
chr7,+,20555,02_STM,02b_STM_YPD,SAGA-dominated,YGR052W,FMP48,593596,594705,593596,594705,1109,ST1232,593118,594831,593118,594831,1713,592673,593170,592673,593170,497,592922,592673,594931,592673,594931,Pdr1_18497_Motif_1_chr7_592834_592834_-,Pdr1,592834,Motif,-,Phd1_CX_chr7_592745_592746,Spt7HS_chr7_592979_592980,Phd1_CX_chr7_592745_592746,Tup1_CX_chr7_592742_592743,Pdr1_18497_Motif_1_chr7_592834_592834_-,Phd1_CX_chr7_592745_592746,145,122,162,182,195,145,187,593170,nuc_chr7-593170,164.2639757,35.79804315,592673,nuc_chr7-592673,92.22719517,39.07617021,stable,X_H,587,H_YGR050C,20032,592531,-,H,Divergent,T_T,83,T_YGR053C,40686,594914,-,T,Divergent, , , ,stable,FMP48_Putative protein of unknown function_YGR052W|protein kinase FMP48_S0003284
chr3,-,20556,02_STM,02b_STM_YPD,TFIID-dominated,YCL064C,CHA1,16880,15798,15798,16880,1082,ST3919,16949,15236,15236,16949,1713,17114,16898,16898,17114,216,17006,17114,15136,15136,17114,Cha4_20422_Motif_1_chr3_17110_17110_+,Cha4,17110,Motif,+,Spt3_CX_chr3_17088_17089,Spt7HS_chr3_17112_17113,Cha4_CX_chr3_17085_17086,Snf6_CX_chr3_17111_17112,Cha4_20422_Motif_1_chr3_17110_17110_+,War1_11917_Motif_2_bound_1bp_chr3_17092_17092_+,1342,1027,727,580,1286,554,283,16898,nuc_chr3-16898,128.3407174,37.01017456,17114,nuc_chr3-17114,40.82877637,32.7567031,fragile,X_H,299,H_YCL063W,30739,17248,+,H,Divergent,T_X,387,T_HML,180003,14849,+,T,Divergent,TATA_box,16964,16972,fragile,CHA1_Catabolic L-serine (L-threonine) deaminase_YCL064C|L-serine/L-threonine ammonia-lyase CHA1_S0000569
chr13,-,20557,02_STM,02b_STM_YPD,TFIID-dominated,YML124C,TUB3,23683,22048,22048,23683,1635,ST6139,23716,22003,22003,23716,1713,23908,23659,23659,23908,249,23784,23908,21903,21903,23908,Reb1_12467_Motif_1_chr13_23813_23813_+,Reb1,23813,Motif,+,Med6_CX_chr13_23852_23853,.,Reb1_CX_chr13_23843_23844,Ifh1_CX_chr13_23852_23853,Reb1_12467_Motif_1_chr13_23813_23813_+,Fkh1_CX_chr13_23854_23855,632,950,539,471,245,256,354,23659,nuc_chr13-23659,138.1083969,36.84486527,23908,nuc_chr13-23908,87.22434636,28.74769756,fragile,X_H,223,T_YML123C,70010,23939,-,T,Tandem,T_X,263,H_YML125C,40715,21740,-,H,Tandem,TATA_like,23739,23747,fragile,"TUB3_Alpha-tubulin_YML124C|alpha-tubulin TUB3_{Homologous Gene Pair = YML085C, TUB1, 0.91}_S0004593"
chr7,+,20558,02_STM,02c_STM_HS,TFIID-dominated,YGR155W,CYS4,798543,800066,798543,800066,1523,ST1309,798477,800190,798477,800190,1713,798176,798516,798176,798516,340,798346,798176,800290,798176,800290,Stp1_CX_chr7_798294_798295,Stp1,798294,CX,.,.,Spt7HS_chr7_798271_798272,Stp1_CX_chr7_798294_798295,.,.,Stp1_CX_chr7_798294_798295,3314,1937,2292,1940,1711,1036,666,798516,nuc_chr7-798516,123.0931599,36.81064273,798176,nuc_chr7-798176,63.11270921,43.04742846,fragile,H_H,299,H_YGR154C,20473,798178,-,H,Divergent,T_T,174,T_XUT_7R-365,110335,800364,-,T,Divergent,TATA_box,798430,798438,fragile,CYS4_Cystathionine beta-synthase_YGR155W|NHS5|STR4|VMA41|cystathionine beta-synthase CYS4_S0003387
chr12,-,20559,02_STM,02b_STM_YPD,TFIID-dominated,YLR130C,ZRT2,404062,402794,402794,404062,1268,ST5951,404252,402531,402531,404252,1721,404379,404179,404179,404379,200,404279,404379,402431,402431,404379,Zap1_11983_Motif_2_chr12_404319_404319_+,Zap1,404319,Motif,+,Sgf73_CX_chr12_404318_404319,Spt7HS_chr12_404318_404319,Zap1_CX_chr12_404366_404367,Sgf73_CX_chr12_404318_404319,Zap1_11983_Motif_2_chr12_404319_404319_+,Zap1_11983_Motif_2_bound_1bp_chr12_404319_404319_+,1567,1126,1493,1126,718,478,746,404179,nuc_chr12-404179,137.1789484,39.81938268,404379,nuc_chr12-404379,53.59030585,33.49735083,stable,X_H,247,T_YLR131C,31659,404499,-,T,Tandem,T_X,2923,T_YLR128W,50151,399608,+,T,Divergent,TATA_like,404241,404249,stable,ZRT2_Low-affinity zinc transporter of the plasma membrane_YLR130C|low-affinity Zn(2+) transporter ZRT2_S0004120
chr13,-,20560,02_STM,02c_STM_HS,SAGA-dominated,YMR169C,ALD3,600872,599352,599352,600872,1520,ST6310,601134,599413,599413,601134,1721,601404,601137,601137,601404,267,601271,601404,599313,599313,601404,Ubp8HS_chr13_601226_601227,Ubp8HS,601226,CX,.,.,Ubp8HS_chr13_601226_601227,.,.,.,.,567,473,423,471,295,252,225,601137,nuc_chr13-601137,199.0325972,36.76395566,601404,nuc_chr13-601404,90.13752929,36.91925529,stable,X_H,219,H_XUT_13F-261,110169,601353,+,H,Divergent,T_X,207,H_YMR168C,42086,599206,-,H,Tandem, , , ,stable,ALD3_Cytoplasmic aldehyde dehydrogenase_YMR169C|aldehyde dehydrogenase (NAD(+)) ALD3_S0004779
chr10,+,20561,02_STM,02b_STM_YPD,SAGA-dominated,YJL159W,HSP150,120449,121690,120449,121690,1241,ST1729,120269,121996,120269,121996,1727,119948,120322,119948,120322,374,120135,119948,122096,119948,122096,Mcm1_12441_Motif_1_chr10_120073_120073_-,Mcm1,120073,Motif,-,Med2_CX_chr10_120072_120073,Spt7HS_chr10_119972_119973,Mcm1_CX_chr10_120168_120169,Ace2_CX_chr10_120043_120044,Mcm1_12441_Motif_1_chr10_120073_120073_-,Mcm1_12441_Motif_1_bound_1bp_chr10_120073_120073_-,3407,2266,1846,1963,2797,1276,434,120322,nuc_chr10-120322,105.507795,40.15785001,119948,nuc_chr10-119948,120.7974027,36.91335425,fragile,X_H,1155,H_YJL160C,30625,119114,-,H,Divergent,T_X,1004,H_YJL158C,20255,123000,-,H,Divergent,TATA_box,120317,120325,fragile,"HSP150_O-mannosylated heat shock protein_YJL159W|CCW7|ORE1|PIR2|heat shock protein HSP150_{Homologous Gene Pair = YKL163W, PIR3, 0.74}_S0003695"
chr15,+,20562,02_STM,02b_STM_YPD,SAGA-dominated,YOR264W,DSE3,818866,820158,818866,820158,1292,ST3243,818595,820324,818595,820324,1729,818459,818708,818459,818708,249,818584,818459,820424,818459,820424,Swi5_CX_chr15_818574_818575,Swi5,818574,CX,.,Med2_CX_chr15_818577_818578,Spt7HS_chr15_818556_818557,Swi5_CX_chr15_818574_818575,Ace2_CX_chr15_818539_818540,.,Swi5_CX_chr15_818574_818575,295,230,201,219,217,161,135,818708,nuc_chr15-818708,127.1536392,31.46984552,818459,nuc_chr15-818459,87.16036474,28.9823549,stable,X_H,155,H_CUT864,90112,818440,-,H,Divergent,T_X,103,H_YOR265W,30064,820427,+,H,Tandem,TATA_like,818729,818737,stable,"DSE3_Daughter cell-specific protein, may help establish daughter fate_YOR264W_S0005790"
chr16,+,20563,02_STM,02a_RSTM,SAGA-dominated,YPR035W,GLN1,642208,643320,642208,643320,1112,ST3529,641765,643494,641765,643494,1729,641028,641778,641028,641778,9999,641403,641028,643594,641028,643594,Fkh1_11009_Motif_1_chr16_641575_641575_+,Fkh1,641575,Motif,+,Med11_CX_chr16_641446_641447,Spt7HS_chr16_641565_641566,Abf1_CX_chr16_641563_641564,Gzf3_CX_chr16_641375_641376,Fkh1_11009_Motif_1_chr16_641575_641575_+,Tea1_14369_Motif_1_bound_1bp_chr16_641445_641445_+,236,131,119,101,209,134,68,641778,nuc_chr16-641778,60.67410514,32.31367659,,, , ,stable,X_H,559,T_YPR034W,31078,641206,+,T,Tandem,T_T,51,T_SUT829,100286,643545,-,T,Divergent,TATA_box,642001,642009,stable,GLN1_Glutamine synthetase (GS)_YPR035W|glutamate--ammonia ligase_S0006239
chr12,+,20564,02_STM,02a_RSTM,TFIID-dominated,YLR332W,MID2,790676,791806,790676,791806,1130,ST2340,790238,791967,790238,791967,1729,789777,790331,789777,790331,554,790054,789777,792067,789777,792067,Swi4_13786_Motif_1_chr12_789983_789983_+,Swi4,789983,Motif,+,Med2_CX_chr12_789965_789966,Spt7HS_chr12_790048_790049,Mcm1_CX_chr12_789911_789912,Kar4_CX_chr12_790167_790168,Swi4_13786_Motif_1_chr12_789983_789983_+,Swi6_18001_Motif_1_bound_1bp_chr12_789965_789965_-,933,725,704,560,331,344,273,790331,nuc_chr12-790331,102.2174811,42.44945789,789777,nuc_chr12-789777,142.866091,48.15821015,fragile,H_H,363,H_SUT706,100011,789875,-,H,Divergent,T_X,1585,H_YLRWsigma4,140299,793552,+,H,Tandem,TATA_like,790232,790240,fragile,"MID2_O-glycosylated plasma membrane protein_YLR332W|KAI1_{Homologous Gene Pair = YGR023W, MTL1, 0.45}_S0004324"
chr13,+,20565,02_STM,02a_RSTM,TFIID-dominated,YMR070W,MOT3,409154,410626,409154,410626,1472,ST2556,408945,410674,408945,410674,1729,408212,408962,408212,408962,9999,408587,408212,410774,408212,410774,Ume6_11017_Motif_1_chr13_408310_408310_+,Ume6,408310,Motif,+,Cyc8_CX_chr13_408544_408545,Spt7HS_chr13_408705_408706,Abf1_CX_chr13_408397_408398,Cyc8_CX_chr13_408544_408545,Ume6_11017_Motif_1_chr13_408310_408310_+,Sko1_15654_Motif_1_bound_1bp_chr13_408542_408542_-,1801,1009,1008,834,1622,554,248,408962,nuc_chr13-408962,157.0767027,35.41272622,,, , ,fragile,X_H,1184,H_YMR069W,30568,407761,+,H,Tandem,T_T,75,T_YMR071C,30121,410749,-,T,Divergent,TATA_like,408872,408880,fragile,"MOT3_Transcriptional repressor, activator_YMR070W|ROX7|[MOT3+]|[MOT3]_S0004674"
chr4,-,20566,02_STM,02b_STM_YPD,TFIID-dominated,YDL134C,PPH21,220771,219662,219662,220771,1109,ST4073,221301,219572,219572,221301,1729,221782,221218,221218,221782,564,221500,221782,219472,219472,221782,Abf1_CX_chr4_221315_221316,Abf1,221315,CX,.,Sgf11_CX_chr4_221724_221725,.,Abf1_CX_chr4_221315_221316,Nhp6a_CX_chr4_221412_221413,.,Reb1_CX_chr4_221699_221700,1319,2000,962,748,648,508,457,221218,nuc_chr4-221218,107.6098207,39.13827156,221782,nuc_chr4-221782,121.9569189,34.9957608,stable,X_H,215,T_YDL133C-A,10002,221516,-,T,Tandem,T_X,207,H_YDL135C,30395,219365,-,H,Tandem, , , ,stable,"PPH21_Catalytic subunit of protein phosphatase 2A, PP2A_YDL134C|phosphoprotein phosphatase 2A catalytic subunit PPH21_{Homologous Gene Pair = YDL188C, PPH22, 0.89}_S0002292"
chr7,-,20567,02_STM,02b_STM_YPD,TFIID-dominated,YGL056C,SDS23,397618,396035,396035,397618,1583,ST4851,397737,396008,396008,397737,1729,398044,397655,397655,398044,389,397850,398044,395908,395908,398044,Pip2_18476_Motif_1_chr7_398041_398041_+,Pip2,398041,Motif,+,Sin4_CX_chr7_398033_398034,.,Reb1_CX_chr7_397908_397909,Gzf3_CX_chr7_398035_398036,Pip2_18476_Motif_1_chr7_398041_398041_+,Pip2_18476_Motif_1_bound_1bp_chr7_398041_398041_+,655,531,443,387,275,325,251,397655,nuc_chr7-397655,112.8507525,34.47193129,398044,nuc_chr7-398044,45.34805271,32.58026455,fragile,X_H,806,H_YGL055W,20634,398543,+,H,Divergent,T_X,175,H_YGL057C,40533,395833,-,H,Tandem,TATA_like,397743,397751,fragile,"SDS23_Protein involved in cell separation during budding_YGL056C_{Homologous Gene Pair = YBR214W, SDS24, 0.6}_S0003024"
chr9,-,20568,02_STM,02b_STM_YPD,TFIID-dominated,YIL119C,RPI1,137877,136654,136654,137877,1223,ST5276,138064,136327,136327,138064,1737,138271,138090,138090,138271,181,138181,138271,136227,136227,138271,Nrg2_CX_chr9_138258_138259,Nrg2,138258,CX,.,Tup1_CX_chr9_138250_138251,.,Nrg2_CX_chr9_138258_138259,Tup1_CX_chr9_138250_138251,.,Nrg2_CX_chr9_138258_138259,1544,1207,905,987,434,466,125,138090,nuc_chr9-138090,91.87928541,44.66895998,138271,nuc_chr9-138271,34.8659722,36.7847422,stable,X_H,1555,H_YIL118W,20208,139619,+,H,Divergent,T_T,16,T_ACS_9_136308_-,160216,136311,-,T,Tandem,TATA_box,138170,138178,stable,"RPI1_Transcription factor, allelic differences between S288C and Sigma1278b_YIL119C_S0001381"
chr5,-,20569,02_STM,02c_STM_HS,TFIID-dominated,YER168C,CCA1,522669,521029,521029,522669,1640,ST4653,522722,520985,520985,522722,1737,523152,522651,522651,523152,501,522902,523152,520885,520885,523152,Rap1_15258_Motif_1_chr5_522908_522908_+,Rap1,522908,Motif,+,.,Spt7HS_chr5_522898_522899,Rap1_CX_chr5_522907_522908,Nhp6a_CX_chr5_522910_522911,Rap1_15258_Motif_1_chr5_522908_522908_+,Rap1_15258_Motif_1_bound_1bp_chr5_522908_522908_+,984,752,730,684,370,405,331,522651,nuc_chr5-522651,87.1143604,42.30381681,523152,nuc_chr5-523152,112.093789,34.55264656,fragile,H_H,379,H_YER169W,20852,523101,+,H,Divergent,T_T,75,T_YER167W,42198,520910,+,T,Divergent,TATA_like,522731,522739,fragile,CCA1_ATP (CTP):tRNA-specific tRNA nucleotidyltransferase_YER168C|TNT1|tRNA adenylyltransferase_S0000970
chr12,+,20570,02_STM,02a_RSTM,SAGA-dominated,YLR300W,EXG1,728955,730301,728955,730301,1346,ST2327,728854,730599,728854,730599,1745,728104,728854,728104,728854,9999,728479,728104,730699,728104,730699,Azf1_19305_Motif_1_chr12_728350_728350_+,Azf1,728350,Motif,+,Med2_CX_chr12_728411_728412,Spt7HS_chr12_728394_728395,Fkh1_CX_chr12_728392_728393,Cyc8_CX_chr12_728376_728377,Azf1_19305_Motif_1_chr12_728350_728350_+,Hms2_17849_Motif_1_bound_1bp_chr12_728414_728414_-,3398,2238,2289,2006,1987,917,241,,, , ,,, , ,fragile,H_H,142,H_XUT_12R-267,110119,728712,-,H,Divergent,T_X,156,H_YLR301W,40500,730755,+,H,Tandem,TATA_box,728744,728752,fragile,"EXG1_Major exo-1,3-beta-glucanase of the cell wall_YLR300W|BGL1|glucan 1,3-beta-glucosidase|SCW6_{Homologous Gene Pair = YOR190W, SPR1, 0.63}_S0004291"
chr7,+,20571,02_STM,02b_STM_YPD,TFIID-dominated,YGR211W,ZPR1,915241,916701,915241,916701,1460,ST1342,915133,916878,915133,916878,1745,914789,915191,914789,915191,402,914990,914789,916978,914789,916978,Hsf1_8581_Motif_1_chr7_915028_915028_-,Hsf1,915028,Motif,-,Med2_CX_chr7_915026_915027,Sgf11HS_chr7_915028_915029,Hsf1_CX_chr7_915025_915026,Ada2_CX_chr7_915024_915025,Hsf1_8581_Motif_1_chr7_915028_915028_-,Hsf1_8581_Motif_1_bound_1bp_chr7_915028_915028_-,1415,901,1222,869,1160,535,695,915191,nuc_chr7-915191,161.6261873,35.89513184,914789,nuc_chr7-914789,158.873508,35.84676575,fragile,H_H,267,H_YGR210C,20434,914866,-,H,Divergent,T_X,151,H_YGR212W,42019,917029,+,H,Tandem,TATA_like,915103,915111,fragile,ZPR1_Essential protein with two zinc fingers_YGR211W|zinc finger-containing protein ZPR1_S0003443
chr7,-,20572,02_STM,02b_STM_YPD,TFIID-dominated,YGR117C,,726479,725049,725049,726479,1430,ST4952,726515,724770,724770,726515,1745,726993,726407,726407,726993,586,726700,726993,724670,724670,726993,Rap1_15258_Motif_1_chr7_726593_726593_+,Rap1,726593,Motif,+,Ada2_CX_chr7_726786_726787,.,Fhl1_CX_chr7_726685_726686,Ada2_CX_chr7_726786_726787,Rap1_15258_Motif_1_chr7_726593_726593_+,.,474,333,325,335,454,306,335,726407,nuc_chr7-726407,99.14325393,35.2955138,726993,nuc_chr7-726993,90.7041203,30.56628128,fragile,H_H,403,H_YGR118W,10088,726918,+,H,Divergent,T_X,4428,H_YGR116W,31721,720342,+,H,Divergent,TATA_like,726550,726558,fragile,YGR117C_Putative protein of unknown function_YGR117C_S0003349
chr3,+,20573,02_STM,02c_STM_HS,SAGA-dominated,YCL042W,,50584,50943,50584,50943,359,ST0284,50792,52537,50792,52537,1745,50433,50787,50433,50787,354,50610,50433,52637,50433,52637,Cbf1_10352_Motif_1_chr3_50483_50483_+,Cbf1,50483,Motif,+,.,Spt7HS_chr3_50608_50609,Reb1_CX_chr3_50469_50470,Eaf5_CX_chr3_50479_50480,Cbf1_10352_Motif_1_chr3_50483_50483_+,.,990,604,459,647,526,390,225,50787,nuc_chr3-50787,79.56373686,39.24380704,50433,nuc_chr3-50433,47.12775466,32.21768149,,X_H,24,H_YCL040W,20522,50768,+,H,Tandem,T_X,87,H_YCL039W,31304,52624,+,H,Tandem, , , ,,YCL042W_Putative protein of unknown function_YCL042W_S0000547
chr6,-,20574,02_STM,02c_STM_HS,TFIID-dominated,YFR024C-A,LSB3,203433,201960,201960,203433,1473,ST4715,203465,201720,201720,203465,1745,203670,203420,203420,203670,250,203545,203670,201620,201620,203670,Spt7HS_chr6_203528_203529,Spt7HS,203528,CX,.,.,Spt7HS_chr6_203528_203529,.,.,.,.,552,450,441,335,287,260,534,203420,nuc_chr6-203420,138.9393112,38.28874662,203670,nuc_chr6-203670,99.24914315,36.754162,stable,X_H,207,T_YFR025C,60051,203672,-,T,Tandem,T_X,235,T_YFR023W,50174,201485,+,T,Divergent,TATA_like,203505,203513,stable,"LSB3_Protein containing a C-terminal SH3 domain_YFR024C-A|YFR024C_{Homologous Gene Pair = YHR016C, YSC84, 0.66}_S0002968"
chr16,-,20575,02_STM,02b_STM_YPD,TFIID-dominated,YPR144C,NOC4,821423,819765,819765,821423,1658,ST7230,821451,819698,819698,821451,1753,821816,821402,821402,821816,414,821609,821816,819598,819598,821816,Reb1_12467_Motif_1_chr16_821589_821589_-,Reb1,821589,Motif,-,Sgf11_CX_chr16_821815_821816,.,Reb1_CX_chr16_821589_821590,Sgf11_CX_chr16_821815_821816,Reb1_12467_Motif_1_chr16_821589_821589_-,Sum1_CX_chr16_821810_821811,1102,932,652,511,687,340,396,821402,nuc_chr16-821402,139.1531136,38.11752434,821816,nuc_chr16-821816,103.6126302,31.61907522,fragile,H_H,281,H_snR45,120061,821732,+,H,Divergent,T_T,96,T_tI(AAU)P1,150176,819602,+,T,Divergent,TATA_like,821514,821522,fragile,NOC4_Nucleolar protein_YPR144C|UTP19|ribosome biosynthesis protein NOC4_S0006348
chr15,+,20576,02_STM,02c_STM_HS,SAGA-dominated,YOR374W,ALD4,1039840,1041399,1039840,1041399,1559,ST3312,1039788,1041541,1039788,1041541,1753,1039403,1039759,1039403,1039759,356,1039581,1039403,1041641,1039403,1041641,War1_11917_Motif_2_chr15_1039577_1039577_-,War1,1039577,Motif,-,.,Spt7HS_chr15_1039590_1039591,War1_CX_chr15_1039542_1039543,.,War1_11917_Motif_2_chr15_1039577_1039577_-,War1_11917_Motif_2_bound_1bp_chr15_1039577_1039577_-,489,333,291,248,390,268,151,1039759,nuc_chr15-1039759,147.4980116,30.29799941,1039403,nuc_chr15-1039403,170.1442815,38.54296427,fragile,X_H,383,T_YOR373W,31443,1039405,+,T,Tandem,T_T,3,T_YOR375C,20514,1041544,-,T,Divergent,TATA_box,1039709,1039717,fragile,ALD4_Mitochondrial aldehyde dehydrogenase_YOR374W|ALDH2|ALD7|aldehyde dehydrogenase (NADP(+)) ALD4_S0005901
chr13,+,20577,02_STM,02b_STM_YPD,SAGA-dominated,YMR011W,HXT2,288079,289704,288079,289704,1625,ST2510,288049,289818,288049,289818,1769,287415,288118,287415,288118,703,287767,287415,289918,287415,289918,Cin5_CX_chr13_287627_287628,Cin5,287627,CX,.,Cyc8_CX_chr13_287619_287620,Spt7HS_chr13_287752_287753,Cin5_CX_chr13_287627_287628,Cyc8_CX_chr13_287619_287620,.,Stp4_CX_chr13_287620_287621,969,788,608,704,637,466,177,288118,nuc_chr13-288118,121.1469547,28.70258961,287415,nuc_chr13-287415,130.4933657,31.90371225,stable,X_H,1102,T_ACS_13_286946_-,160131,286947,-,T,Divergent,T_X,231,T_YMRCtau1,140329,290049,-,T,Divergent,TATA_box,287956,287964,stable,HXT2_High-affinity glucose transporter of the major facilitator superfamily_YMR011W|hexose transporter HXT2_S0004613
chr15,+,20578,02_STM,02b_STM_YPD,TFIID-dominated,YOL125W,TRM13,83834,85264,83834,85264,1430,ST2997,83497,85266,83497,85266,1769,83272,83552,83272,83552,280,83412,83272,85366,83272,85366,Hms2_17849_Motif_1_chr15_83354_83354_+,Hms2,83354,Motif,+,Nut1_CX_chr15_83348_83349,Ubp8HS_chr15_83276_83277,Abf1_CX_chr15_83342_83343,Ada2_CX_chr15_83348_83349,Hms2_17849_Motif_1_chr15_83354_83354_+,Hms2_17849_Motif_1_bound_1bp_chr15_83354_83354_+,575,396,474,401,493,264,405,83552,nuc_chr15-83552,89.48951258,41.93885525,83272,nuc_chr15-83272,38.69250129,42.93870441,stable,X_H,491,H_YOL126C,20410,83006,-,H,Divergent,T_T,43,T_YOL124C,30813,85309,-,T,Divergent,TATA_like,83703,83711,stable,TRM13_2'-O-methyltransferase_YOL125W|tRNA:m4X modification enzyme_S0005485
chr11,+,20579,02_STM,02c_STM_HS,SAGA-dominated,YKL035W,UGP1,369891,371390,369891,371390,1499,ST2030,369776,371545,369776,371545,1769,369503,369811,369503,369811,308,369657,369503,371645,369503,371645,Spt7HS_chr11_369556_369557,Spt7HS,369556,CX,.,.,Spt7HS_chr11_369556_369557,.,.,.,.,1871,1099,985,1189,607,673,331,369811,nuc_chr11-369811,101.7065867,40.63990048,369503,nuc_chr11-369503,107.7697668,33.03877321,fragile,X_H,359,T_YKL038W,42391,369417,+,T,Tandem,T_X,191,H_YKL034W,31366,371736,+,H,Tandem,TATA_box,369714,369722,fragile,"UGP1_UDP-glucose pyrophosphorylase (UGPase)_YKL035W|UTP glucose-1-phosphate uridylyltransferase_{Homologous Gene Pair = YHL012W, YHL012W, 0.38}_S0001518"
chr4,+,20580,02_STM,02b_STM_YPD,SAGA-dominated,YDR033W,MRH1,508147,509109,508147,509109,962,ST0506,507813,509590,507813,509590,1777,507375,507881,507375,507881,506,507628,507375,509690,507375,509690,Mac1_12006_Motif_1_chr4_507493_507493_+,Mac1,507493,Motif,+,Sgf73_CX_chr4_507479_507480,Ubp8HS_chr4_507452_507453,Mcm1_CX_chr4_507569_507570,Sgf73_CX_chr4_507479_507480,Mac1_12006_Motif_1_chr4_507493_507493_+,Mac1_12006_Motif_1_bound_1bp_chr4_507493_507493_+,3332,2842,1557,1966,2293,944,283,507881,nuc_chr4-507881,106.9892017,41.60499942,507375,nuc_chr4-507375,63.59156312,47.70399889,fragile,X_H,39,T_SUT053,100287,507774,+,T,Tandem,T_T,83,T_YDR034C,31425,509673,-,T,Divergent,TATA_box,507716,507724,fragile,"MRH1_Protein that localizes primarily to the plasma membrane_YDR033W_{Homologous Gene Pair = YBR054W, YRO2, 0.68}_S0002440"
chr7,+,20581,02_STM,02b_STM_YPD,TFIID-dominated,YGR108W,CLB1,703636,705051,703636,705051,1415,ST1271,703406,705183,703406,705183,1777,703176,703472,703176,703472,296,703324,703176,705283,703176,705283,Sok2_CX_chr7_703178_703179,Sok2,703178,CX,.,Sok2_CX_chr7_703178_703179,.,Sok2_CX_chr7_703178_703179,Tup1_CX_chr7_703180_703181,.,Sok2_CX_chr7_703178_703179,1553,1356,1261,1184,904,554,203,703472,nuc_chr7-703472,134.3076948,44.43623392,703176,nuc_chr7-703176,88.55109436,33.12195776,fragile,X_H,739,H_CUT615,90294,702667,-,H,Divergent,T_T,27,T_YGR109C,30711,705210,-,T,Divergent,TATA_box,703311,703319,fragile,"CLB1_B-type cyclin involved in cell cycle progression_YGR108W|SCB1|B-type cyclin CLB1_{Homologous Gene Pair = YPR119W, CLB2, 0.56}_S0003340"
chr4,-,20582,02_STM,02b_STM_YPD,TFIID-dominated,YDR072C,IPT1,591344,589761,589761,591344,1583,ST4202,591537,589760,589760,591537,1777,591832,591436,591436,591832,396,591634,591832,589660,589660,591832,Pdr3_20443_Motif_1_chr4_591794_591794_-,Pdr3,591794,Motif,-,Med2_CX_chr4_591793_591794,Sgf11HS_chr4_591831_591832,Pdr1_CX_chr4_591792_591793,Med2_CX_chr4_591793_591794,Pdr3_20443_Motif_1_chr4_591794_591794_-,Pdr1_18497_Motif_1_bound_1bp_chr4_591793_591793_-,1449,937,974,722,640,432,412,591436,nuc_chr4-591436,75.37874719,43.54658043,591832,nuc_chr4-591832,46.85065875,43.810886,fragile,X_H,660,H_YDR073W,20211,592197,+,H,Divergent,T_X,223,H_YDR071C,20123,589537,-,H,Tandem,TATA_box,591548,591556,fragile,IPT1_Inositolphosphotransferase_YDR072C|KTI6|SYR4|MIC2|inositolphosphotransferase_S0002479
chr12,-,20583,02_STM,02b_STM_YPD,TFIID-dominated,YLR183C,TOS4,522012,520543,520543,522012,1469,ST5979,522155,520378,520378,522155,1777,522407,522101,522101,522407,306,522254,522407,520278,520278,522407,Rap1_15258_Motif_1_chr12_522309_522309_+,Rap1,522309,Motif,+,Sgf73_CX_chr12_522401_522402,.,Fhl1_CX_chr12_522390_522391,Ifh1_CX_chr12_522389_522390,Rap1_15258_Motif_1_chr12_522309_522309_+,Fhl1_CX_chr12_522390_522391,326,243,237,242,184,203,190,522101,nuc_chr12-522101,147.8653557,39.24044032,522407,nuc_chr12-522407,53.01616512,36.39251367,fragile,X_H,435,H_YLR185W,10026,522590,+,H,Divergent,T_X,2484,H_YLR182W,42088,517894,+,H,Divergent,TATA_like,522062,522070,fragile,"TOS4_Putative transcription factor, contains Forkhead Associated domain_YLR183C_{Homologous Gene Pair = YDR501W, PLM2, 0.31}_S0004173"
